County,Precinct,Office,District,Party,Candidate,Absentee,Early,Election,Total
Peoria,Peoria 53,President,,REP,John McCain,9,77,195,281
Peoria,Peoria 54,President,,REP,John McCain,13,74,154,241
Peoria,Peoria 55,President,,REP,John McCain,4,51,195,250
Peoria,Peoria 56,President,,REP,John McCain,14,56,168,238
Peoria,Peoria 57,President,,REP,John McCain,8,21,142,171
Peoria,Peoria 58,President,,REP,John McCain,8,70,136,214
Peoria,Peoria 59,President,,REP,John McCain,119,32,75,226
Peoria,Peoria 60,President,,REP,John McCain,4,44,131,179
Peoria,Peoria 61,President,,REP,John McCain,2,47,118,167
Peoria,Peoria 62,President,,REP,John McCain,9,67,151,227
Peoria,Peoria 63,President,,REP,John McCain,5,46,92,143
Peoria,Peoria 64,President,,REP,John McCain,6,42,87,135
Peoria,Peoria 65,President,,REP,John McCain,2,18,98,118
Peoria,Peoria 66,President,,REP,John McCain,15,38,156,209
Peoria,Peoria 67,President,,REP,John McCain,15,73,196,284
Peoria,Peoria 68,President,,REP,John McCain,5,20,96,121
Peoria,Peoria 69,President,,REP,John McCain,4,35,126,165
Peoria,Peoria 70,President,,REP,John McCain,17,78,308,403
Peoria,Peoria 71,President,,REP,John McCain,3,30,136,169
Peoria,Peoria 72,President,,REP,John McCain,1,48,164,213
Peoria,Peoria 73,President,,REP,John McCain,8,67,207,282
Peoria,Peoria 74,President,,REP,John McCain,7,41,200,248
Peoria,Peoria 75,President,,REP,John McCain,27,142,608,777
Peoria,Peoria 76,President,,REP,John McCain,12,86,157,255
Peoria,Peoria 77,President,,REP,John McCain,12,76,223,311
Peoria,Peoria 78,President,,REP,John McCain,7,65,203,275
Peoria,Peoria 79,President,,REP,John McCain,11,79,240,330
Peoria,Peoria 80,President,,REP,John McCain,8,46,135,189
Peoria,Peoria 81,President,,REP,John McCain,0,51,104,155
Peoria,Peoria 82,President,,REP,John McCain,4,72,161,237
Peoria,Peoria 83,President,,REP,John McCain,9,126,194,329
Peoria,Peoria 84,President,,REP,John McCain,7,48,163,218
Peoria,Peoria 85,President,,REP,John McCain,17,80,249,346
Peoria,Peoria 86,President,,REP,John McCain,16,104,197,317
Peoria,Peoria 87,President,,REP,John McCain,70,26,195,291
Peoria,Peoria 88,President,,REP,John McCain,14,94,231,339
Peoria,Peoria 89,President,,REP,John McCain,22,121,249,392
Peoria,Peoria 90,President,,REP,John McCain,11,88,309,408
Peoria,Peoria 91,President,,REP,John McCain,16,103,285,404
Peoria,Peoria 92,President,,REP,John McCain,19,147,497,663
Peoria,Peoria 93,President,,REP,John McCain,30,236,490,756
Peoria,Peoria 01,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 02,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 03,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 04,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 05,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 06,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 07,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 08,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 09,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 10,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 11,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 12,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 13,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 14,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 15,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 16,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 17,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 18,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 19,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 20,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 21,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 22,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 23,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 24,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 25,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 26,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 27,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 28,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 29,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 30,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 31,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 32,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 33,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 34,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 35,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 36,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 37,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 38,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 39,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 40,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 41,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 42,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 43,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 44,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 45,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 46,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 47,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 48,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 49,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 50,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 51,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 52,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 53,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 54,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 55,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 56,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 57,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 58,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 59,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 60,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 61,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 62,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 63,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 64,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 65,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 66,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 67,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 68,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 69,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 70,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 71,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 72,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 73,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 74,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 75,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 76,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 77,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 78,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 79,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 80,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 81,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 82,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 83,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 84,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 85,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 86,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 87,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 88,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 89,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 90,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 91,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 92,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 93,President,,WRI,Jonathan Allen (W),0,0,0,0
Peoria,Peoria 01,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 02,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 03,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 04,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 05,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 06,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 07,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 08,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 09,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 10,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 11,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 12,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 13,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 14,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 15,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 16,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 17,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 18,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 19,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 20,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 21,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 22,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 23,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 24,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 25,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 26,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 27,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 28,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 29,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 30,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 31,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 32,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 33,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 34,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 35,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 36,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 37,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 38,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 39,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 40,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 41,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 42,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 43,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 44,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 45,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 46,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 47,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 48,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 49,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 50,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 51,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 52,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 53,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 54,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 55,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 56,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 57,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 58,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 59,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 60,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 61,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 62,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 63,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 64,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 65,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 66,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 67,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 68,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 69,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 70,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 71,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 72,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 73,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 74,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 75,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 76,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 77,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 78,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 79,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 80,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 81,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 82,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 83,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 84,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 85,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 86,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 87,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 88,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 89,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 90,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 91,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 92,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 93,President,,WRI,Lawson Mitchell Bone (W),0,0,0,0
Peoria,Peoria 01,President,,IND,Ralph Nader,0,1,2,3
Peoria,Peoria 02,President,,IND,Ralph Nader,0,1,2,3
Peoria,Peoria 03,President,,IND,Ralph Nader,0,1,4,5
Peoria,Peoria 04,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 05,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 06,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 07,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 08,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 09,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 10,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 11,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 12,President,,IND,Ralph Nader,0,1,1,2
Peoria,Peoria 13,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 14,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 15,President,,IND,Ralph Nader,0,2,1,3
Peoria,Peoria 16,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 17,President,,IND,Ralph Nader,0,0,5,5
Peoria,Peoria 18,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 19,President,,IND,Ralph Nader,0,1,1,2
Peoria,Peoria 20,President,,IND,Ralph Nader,0,1,2,3
Peoria,Peoria 21,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 22,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 23,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 24,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 25,President,,IND,Ralph Nader,0,0,5,5
Peoria,Peoria 26,President,,IND,Ralph Nader,0,0,5,5
Peoria,Peoria 27,President,,IND,Ralph Nader,0,1,1,2
Peoria,Peoria 28,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 29,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 30,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 31,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 32,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 33,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 34,President,,IND,Ralph Nader,0,0,4,4
Peoria,Peoria 35,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 36,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 37,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 38,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 39,President,,IND,Ralph Nader,0,2,2,4
Peoria,Peoria 40,President,,IND,Ralph Nader,0,0,6,6
Peoria,Peoria 41,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 42,President,,IND,Ralph Nader,0,2,5,7
Peoria,Peoria 43,President,,IND,Ralph Nader,0,1,2,3
Peoria,Peoria 44,President,,IND,Ralph Nader,0,1,7,8
Peoria,Peoria 45,President,,IND,Ralph Nader,0,2,1,3
Peoria,Peoria 46,President,,IND,Ralph Nader,0,1,4,5
Peoria,Peoria 47,President,,IND,Ralph Nader,0,1,2,3
Peoria,Peoria 48,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 49,President,,IND,Ralph Nader,0,2,0,2
Peoria,Peoria 50,President,,IND,Ralph Nader,1,0,3,4
Peoria,Peoria 51,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 52,President,,IND,Ralph Nader,1,0,2,3
Peoria,Peoria 53,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 54,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 55,President,,IND,Ralph Nader,0,2,1,3
Peoria,Peoria 56,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 57,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 58,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 59,President,,IND,Ralph Nader,1,1,1,3
Peoria,Peoria 60,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 61,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 62,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 63,President,,IND,Ralph Nader,0,0,4,4
Peoria,Peoria 64,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 65,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 66,President,,IND,Ralph Nader,1,0,6,7
Peoria,Peoria 67,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 68,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 69,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 70,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 71,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 72,President,,IND,Ralph Nader,0,0,0,0
Peoria,Peoria 73,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 74,President,,IND,Ralph Nader,0,1,0,1
Peoria,Peoria 75,President,,IND,Ralph Nader,0,1,0,1
Peoria,Peoria 76,President,,IND,Ralph Nader,0,3,1,4
Peoria,Peoria 77,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 78,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 79,President,,IND,Ralph Nader,0,1,1,2
Peoria,Peoria 80,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 81,President,,IND,Ralph Nader,0,1,3,4
Peoria,Peoria 82,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 83,President,,IND,Ralph Nader,0,2,3,5
Peoria,Peoria 84,President,,IND,Ralph Nader,0,1,1,2
Peoria,Peoria 85,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 86,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 87,President,,IND,Ralph Nader,2,0,1,3
Peoria,Peoria 88,President,,IND,Ralph Nader,0,0,2,2
Peoria,Peoria 89,President,,IND,Ralph Nader,1,0,3,4
Peoria,Peoria 90,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 91,President,,IND,Ralph Nader,0,0,1,1
Peoria,Peoria 92,President,,IND,Ralph Nader,0,0,3,3
Peoria,Peoria 93,President,,IND,Ralph Nader,0,2,4,6
Peoria,Peoria 01,U S House,18,REP,Aaron Schock,1,30,97,128
Peoria,Peoria 02,U S House,18,REP,Aaron Schock,3,11,73,87
Peoria,Peoria 03,U S House,18,REP,Aaron Schock,0,21,72,93
Peoria,Peoria 04,U S House,18,REP,Aaron Schock,1,18,86,105
Peoria,Peoria 05,U S House,18,REP,Aaron Schock,4,11,59,74
Peoria,Peoria 06,U S House,18,REP,Aaron Schock,1,15,63,79
Peoria,Peoria 07,U S House,18,REP,Aaron Schock,2,54,160,216
Peoria,Peoria 08,U S House,18,REP,Aaron Schock,3,20,62,85
Peoria,Peoria 09,U S House,18,REP,Aaron Schock,2,14,51,67
Peoria,Peoria 10,U S House,18,REP,Aaron Schock,1,34,45,80
Peoria,Peoria 11,U S House,18,REP,Aaron Schock,3,33,71,107
Peoria,Peoria 12,U S House,18,REP,Aaron Schock,25,91,110,226
Peoria,Peoria 13,U S House,18,REP,Aaron Schock,2,14,88,104
Peoria,Peoria 14,U S House,18,REP,Aaron Schock,11,21,86,118
Peoria,Peoria 15,U S House,18,REP,Aaron Schock,3,31,118,152
Peoria,Peoria 16,U S House,18,REP,Aaron Schock,8,34,108,150
Peoria,Peoria 17,U S House,18,REP,Aaron Schock,3,39,141,183
Peoria,Peoria 18,U S House,18,REP,Aaron Schock,6,27,113,146
Peoria,Peoria 19,U S House,18,REP,Aaron Schock,8,32,182,222
Peoria,Peoria 20,U S House,18,REP,Aaron Schock,8,49,192,249
Peoria,Peoria 21,U S House,18,REP,Aaron Schock,2,19,59,80
Peoria,Peoria 22,U S House,18,REP,Aaron Schock,0,25,88,113
Peoria,Peoria 23,U S House,18,REP,Aaron Schock,4,34,121,159
Peoria,Peoria 24,U S House,18,REP,Aaron Schock,6,18,92,116
Peoria,Peoria 25,U S House,18,REP,Aaron Schock,3,34,182,219
Peoria,Peoria 26,U S House,18,REP,Aaron Schock,8,47,199,254
Peoria,Peoria 27,U S House,18,REP,Aaron Schock,100,31,138,269
Peoria,Peoria 28,U S House,18,REP,Aaron Schock,5,31,164,200
Peoria,Peoria 29,U S House,18,REP,Aaron Schock,8,48,245,301
Peoria,Peoria 30,U S House,18,REP,Aaron Schock,20,51,206,277
Peoria,Peoria 31,U S House,18,REP,Aaron Schock,3,21,119,143
Peoria,Peoria 32,U S House,18,REP,Aaron Schock,6,27,126,159
Peoria,Peoria 33,U S House,18,REP,Aaron Schock,8,36,128,172
Peoria,Peoria 34,U S House,18,REP,Aaron Schock,2,40,104,146
Peoria,Peoria 35,U S House,18,REP,Aaron Schock,5,32,99,136
Peoria,Peoria 36,U S House,18,REP,Aaron Schock,2,28,88,118
Peoria,Peoria 37,U S House,18,REP,Aaron Schock,3,28,146,177
Peoria,Peoria 38,U S House,18,REP,Aaron Schock,7,67,236,310
Peoria,Peoria 39,U S House,18,REP,Aaron Schock,8,29,178,215
Peoria,Peoria 40,U S House,18,REP,Aaron Schock,3,64,255,322
Peoria,Peoria 41,U S House,18,REP,Aaron Schock,10,34,147,191
Peoria,Peoria 42,U S House,18,REP,Aaron Schock,2,32,210,244
Peoria,Peoria 43,U S House,18,REP,Aaron Schock,13,59,211,283
Peoria,Peoria 44,U S House,18,REP,Aaron Schock,5,66,139,210
Peoria,Peoria 45,U S House,18,REP,Aaron Schock,24,120,198,342
Peoria,Peoria 46,U S House,18,REP,Aaron Schock,18,116,229,363
Peoria,Peoria 47,U S House,18,REP,Aaron Schock,10,68,241,319
Peoria,Peoria 48,U S House,18,REP,Aaron Schock,16,90,279,385
Peoria,Peoria 49,U S House,18,REP,Aaron Schock,10,56,282,348
Peoria,Peoria 50,U S House,18,REP,Aaron Schock,6,89,285,380
Peoria,Peoria 51,U S House,18,REP,Aaron Schock,7,77,183,267
Peoria,Peoria 52,U S House,18,REP,Aaron Schock,13,74,199,286
Peoria,Peoria 53,U S House,18,REP,Aaron Schock,14,87,207,308
Peoria,Peoria 54,U S House,18,REP,Aaron Schock,15,91,223,329
Peoria,Peoria 55,U S House,18,REP,Aaron Schock,5,75,236,316
Peoria,Peoria 56,U S House,18,REP,Aaron Schock,11,83,210,304
